@relation donations

@attribute sequence_number   numeric
@attribute customer_id       numeric
@attribute 2008_ospital      numeric
@attribute 2009_Q1_hospital  numeric
@attribute 2009_Q2_hospital  numeric
@attribute 2009_Q3_hospital  numeric
@attribute 2009_Q4_hospital  numeric
@attribute mail_campaigns    numeric
@attribute phone_campaigns   numeric
@attribute email_campaigns   numeric
@attribute american_cancer   numeric
@attribute red_cross         numeric
@attribute ms_society        numeric
@attribute american_heart    numeric
@attribute save_the_children numeric
@attribute world_food        numeric
@attribute bloomberg         {0, 1}
@attribute better_home       {0, 1}
@attribute money             {0, 1}
@attribute new_yorker        {0, 1}
@attribute field_and_stream  {0, 1}
@attribute pc_world          {0, 1}
@attribute rolling_stone     {0, 1}
@attribute car               {0, 1}
@attribute class             {1, 2, 3, 4, 5, 6}

@data
3397,45,138,15,25,9,37,1,0,0,27,25,15,8,14,22,1,0,0,0,0,1,0,0,3
3398,66,49,45,69,218,215,0,1,1,53,15,34,61,75,3,0,1,0,0,1,1,1,0,4
3399,31,29,32,74,77,60,2,1,0,31,14,69,63,39,46,0,1,0,1,0,1,0,1,3
3400,119,80,44,66,18,127,2,1,2,33,21,55,15,18,61,1,1,1,1,1,1,0,0,3
3401,13,81,26,20,22,17,0,2,0,0,6,5,3,9,7,1,1,0,1,0,1,1,1,3
3402,85,54,59,1,127,109,2,1,1,32,1,5,16,28,54,0,0,1,1,1,1,1,1,3
3403,18,6,8,16,5,19,1,0,1,4,3,33,5,5,36,1,1,1,1,1,0,0,1,3
3404,210,54,8,172,195,247,2,2,2,323,684,38,665,19,114,1,0,1,1,1,1,1,1,4
3405,120,150,136,156,156,130,2,0,2,18,7,22,4,14,17,0,0,1,1,1,1,0,0,4
3406,193,145,48,58,32,38,0,1,2,67,8,75,33,63,26,0,1,1,0,1,1,1,0,4
3407,24,30,12,3,39,28,2,1,1,73,35,0,38,25,12,0,1,0,1,1,0,0,1,3
3408,4,22,6,13,25,13,2,0,0,3,14,0,3,7,13,1,0,1,1,0,1,1,0,3
3409,94,222,8,40,79,139,1,1,0,19,22,20,17,26,17,0,0,1,0,1,0,1,1,4
3410,44,146,81,169,76,43,0,0,1,5,6,29,25,0,34,0,1,1,0,0,0,0,0,4
3411,12,33,122,5,170,180,2,0,2,6,4,57,4,26,68,0,0,0,1,1,0,1,1,4
3412,121,123,102,22,50,0,2,0,1,63,26,13,31,8,71,0,1,0,1,1,0,0,1,3
3413,19,80,68,25,67,102,2,0,0,24,2,19,27,24,4,1,0,1,0,1,1,0,1,3
3414,135,3,98,54,9,100,2,2,2,50,13,72,56,19,3,1,0,0,1,1,1,1,0,3
3415,145,86,25,112,25,37,2,2,2,17,9,15,8,3,23,0,0,0,1,0,1,1,0,3
3416,96,106,25,91,80,103,1,2,0,1,1,3,9,11,17,1,0,0,0,1,1,0,0,4
3417,16,46,0,25,44,22,1,1,2,10,11,6,12,7,11,0,0,1,0,0,1,1,0,3
3418,8,0,8,1,7,1,1,1,2,32,26,30,23,15,36,0,1,1,0,0,0,1,0,2
3419,28,2,27,71,8,11,2,1,1,5,1,9,18,9,1,0,1,1,0,1,0,0,1,3
3420,175,203,74,129,28,181,0,2,0,44,17,33,24,21,20,0,1,0,0,1,1,1,0,4
3421,108,49,90,69,125,32,0,2,2,39,34,18,2,39,45,1,1,1,1,0,0,1,1,3
3422,10,78,63,57,48,38,0,0,0,9,62,66,22,3,36,1,0,0,0,1,1,1,1,3
3423,105,113,107,29,120,115,1,0,2,45,45,47,4,14,34,0,0,1,0,0,0,0,0,4
3424,23,2,32,12,21,32,2,1,0,88,23,39,11,42,76,0,0,1,0,1,1,0,1,3
3425,82,108,11,103,128,100,1,2,2,51,14,16,0,51,43,0,0,1,1,1,1,0,1,4
3426,38,95,173,97,72,165,2,2,1,0,0,0,0,0,0,0,0,0,1,1,1,0,1,4
3427,117,196,190,29,90,147,2,0,0,22,24,2,6,5,19,1,0,0,1,1,1,1,0,4
3428,20,24,8,5,14,6,1,1,1,70,77,26,4,48,46,0,0,0,1,0,1,1,1,3
3429,26,5,8,98,60,96,2,0,1,77,49,51,42,72,40,1,0,0,1,0,1,0,1,3
3430,0,17,11,13,3,18,0,0,1,38,10,20,10,34,4,1,1,0,1,1,0,1,0,3
3431,2,17,34,9,16,16,2,1,2,42,52,44,36,50,34,1,0,1,0,0,1,1,1,3
3432,40,90,97,139,74,38,2,2,2,48,63,9,61,3,70,1,1,0,1,0,1,0,1,3
3433,103,41,137,83,18,69,2,2,0,19,56,12,3,33,41,1,0,1,0,1,1,1,0,3
3434,117,127,24,125,46,1,1,1,1,42,10,26,30,54,40,0,1,1,0,1,1,1,1,3
3435,8,36,45,169,122,4,0,1,0,4,64,24,53,13,39,0,0,1,1,0,0,1,0,3
3436,101,55,7,118,48,23,1,1,1,32,7,40,6,14,41,0,0,0,1,1,1,0,1,3
3437,34,23,4,5,21,33,1,1,0,31,28,13,24,26,7,0,1,0,1,0,0,0,1,3
3438,63,64,60,32,55,6,2,0,1,4,7,7,7,1,9,0,1,0,0,0,1,1,1,3
3439,95,21,111,182,135,219,1,0,0,8,44,45,48,5,13,1,1,0,1,1,0,0,0,4
3440,163,155,145,13,7,98,0,1,0,23,22,8,36,39,5,1,0,0,0,1,1,0,1,4
3441,64,83,63,70,28,61,0,1,1,17,9,16,12,10,7,1,0,1,1,1,1,0,0,3
3442,28,12,16,67,17,65,1,0,0,0,0,14,0,14,14,0,0,0,0,1,0,0,1,3
3443,31,59,34,25,73,75,0,2,2,18,32,3,34,13,28,0,1,1,1,1,0,0,0,3
3444,154,115,154,176,177,128,1,1,0,1,8,1,8,2,4,0,1,1,1,1,1,0,1,4
3445,7,13,14,10,17,7,2,2,2,1,2,2,0,0,2,1,0,0,1,0,1,0,0,3
3446,46,19,57,32,98,35,0,0,2,41,15,29,5,6,38,1,1,1,1,1,1,0,0,3
3447,29,18,10,17,31,45,0,2,2,13,11,27,24,9,25,1,1,1,0,0,0,0,1,3
3448,89,112,7,27,53,63,2,2,1,25,3,7,16,16,11,1,0,1,0,1,1,0,1,3
3449,43,55,86,12,17,33,1,1,1,17,25,8,12,1,8,1,1,1,1,1,0,0,1,3
3450,186,159,126,8,104,106,2,0,2,29,26,1,36,20,31,0,1,0,1,1,0,1,1,4
3451,24,52,28,12,67,60,0,2,2,54,58,54,96,69,58,1,0,1,1,1,1,0,1,3
3452,2,5,3,6,5,5,2,1,1,13,21,27,44,35,58,1,0,0,1,1,1,0,0,2
3453,80,40,22,70,10,62,0,2,1,24,10,13,51,47,82,1,1,0,1,1,1,1,1,3
3454,48,61,42,9,62,83,1,1,1,15,39,9,30,20,21,1,1,1,0,0,0,1,1,3
3455,117,49,12,99,7,74,0,1,0,49,48,6,50,47,34,0,0,0,1,1,0,1,0,3
3456,42,59,37,159,45,105,2,1,2,27,6,20,24,33,1,0,0,1,0,0,1,0,0,3
3457,9,53,5,45,64,56,2,2,1,24,40,86,14,75,18,0,0,0,1,0,0,1,1,3
3458,97,3,57,62,31,76,0,1,1,58,77,38,37,5,18,1,0,0,1,0,1,0,1,3
3459,65,7,57,59,9,62,1,1,1,17,55,52,59,76,84,0,1,1,1,1,0,1,1,3
3460,56,53,7,90,84,25,1,1,1,9,1,3,5,1,7,1,1,1,0,1,1,0,0,3
3461,54,126,144,19,61,20,0,0,1,63,74,52,19,4,19,1,1,0,1,1,0,0,0,3
3462,4,24,17,4,5,4,0,2,1,11,2,10,7,6,11,1,0,0,1,0,1,1,1,3
3463,184,86,124,91,177,88,0,1,2,3,89,85,43,66,21,1,0,0,0,0,0,0,0,4
3464,25,18,3,35,25,36,2,1,1,13,6,61,75,73,57,0,1,0,1,1,1,1,0,3
3465,1,22,27,3,8,16,1,2,0,32,47,96,7,88,78,1,0,0,1,0,0,1,1,3
3466,28,120,35,149,101,45,0,2,1,23,33,23,23,3,21,1,1,0,1,0,1,0,0,3
3467,30,19,51,42,62,4,0,2,1,33,40,16,13,30,35,1,0,1,1,1,1,0,0,3
3468,60,47,33,16,42,47,2,0,1,9,1,13,12,17,2,0,0,1,1,0,0,1,1,3
3469,2,3,4,5,6,7,1,2,1,18,23,0,4,25,13,0,0,1,1,0,1,1,1,1
3470,15,12,25,25,22,21,0,0,0,85,19,81,45,3,53,1,0,0,0,0,1,1,0,3
3471,23,127,33,143,3,147,1,0,1,4,12,17,18,0,25,0,0,1,1,1,1,0,0,3
3472,0,24,22,17,5,18,2,0,1,34,37,25,81,79,1,1,1,1,1,0,1,0,1,3
3473,4,30,47,24,16,37,1,0,2,78,41,11,75,45,29,0,0,0,1,0,1,1,0,3
3474,2,66,6,55,47,30,1,0,0,32,28,19,9,4,47,1,0,0,1,1,1,1,1,3
3475,55,39,32,23,61,3,1,2,0,2,8,10,0,15,18,0,0,0,0,1,1,1,0,3
3476,24,10,5,12,4,20,1,2,1,7,17,4,10,1,5,0,0,0,1,0,0,1,1,3
3477,72,128,86,19,92,128,0,0,1,10,4,3,5,0,7,0,1,1,1,0,0,0,0,4
3478,0,0,1,1,0,1,0,0,1,79,53,73,8,12,39,0,0,1,1,1,0,1,1,2
3479,193,143,188,229,24,224,2,0,2,3,9,9,6,2,1,0,1,1,0,0,1,1,1,5
3480,29,128,14,4,7,118,0,0,1,64,9,58,74,16,41,1,1,1,1,0,1,1,1,3
3481,37,20,13,30,56,69,2,1,0,42,20,75,78,48,77,1,1,0,1,0,0,0,0,3
3482,39,173,158,54,104,127,0,0,0,1,10,12,12,12,15,1,1,0,0,1,0,1,0,4
3483,22,6,19,7,16,26,1,2,2,33,7,17,29,2,25,1,0,1,0,1,1,1,1,3
3484,71,84,3,26,21,111,2,1,2,26,6,39,29,2,40,1,1,0,1,0,0,1,1,3
3485,67,67,72,59,23,8,0,0,2,32,33,18,46,9,28,0,1,0,1,0,1,0,1,3
3486,38,26,10,23,35,7,0,0,1,98,55,13,29,81,13,0,1,0,0,0,1,0,1,3
3487,11,12,50,47,69,57,2,1,1,83,58,28,52,91,57,1,1,1,1,1,0,0,0,3
3488,17,21,0,18,15,15,0,0,2,56,69,64,27,46,44,1,1,1,0,1,0,0,1,3
3489,14,7,30,6,4,5,2,1,0,12,1,19,11,5,15,1,0,0,1,0,0,1,1,3
3490,67,54,41,126,54,48,2,0,2,13,10,11,8,12,10,1,1,0,0,1,1,1,0,3
3491,113,151,8,122,78,172,1,0,1,3,21,36,1,6,0,1,1,1,1,1,0,0,0,4
3492,6,122,24,5,103,12,1,0,1,24,8,24,24,24,16,0,0,1,0,0,1,0,0,3
3493,129,108,68,84,135,70,2,0,2,15,1,12,9,6,20,1,0,0,1,0,1,1,0,4
3494,33,178,154,20,21,20,1,2,0,59,25,32,33,56,36,0,0,0,1,0,0,1,1,3
3495,21,41,41,12,86,40,2,1,0,58,71,52,63,53,53,1,1,0,0,0,0,0,1,3
3496,126,105,209,143,16,26,0,1,2,62,55,16,59,14,21,0,0,0,0,0,0,1,1,4
3497,122,54,96,82,150,152,0,1,0,3,19,15,7,23,27,1,1,1,1,0,0,1,0,4
3498,127,63,131,58,33,21,0,1,0,4,14,6,16,13,13,0,0,1,1,1,0,0,1,3
3499,15,28,32,8,26,14,2,2,0,21,12,28,37,36,24,1,1,0,0,1,1,1,0,3
3500,50,141,144,45,70,156,1,1,1,0,6,12,14,16,10,1,0,0,0,1,1,1,1,4
3501,109,118,127,118,120,143,1,0,1,63,76,22,5,78,1,0,1,1,1,1,1,0,1,4
3502,44,63,23,136,133,15,1,2,2,8,28,19,5,22,6,0,0,1,0,1,0,0,1,3
3503,32,153,122,18,29,114,1,1,0,41,78,62,27,38,34,1,1,0,1,1,0,1,0,3
3504,197,65,189,10,22,188,2,2,2,468,333,261,603,234,207,1,1,0,1,1,0,0,0,4
3505,59,18,60,56,29,22,2,1,0,12,61,41,13,24,10,0,1,0,1,0,0,1,1,3
3506,2,3,0,0,0,3,0,0,0,2,0,0,1,2,0,1,1,1,1,1,1,0,0,2
3507,82,146,47,0,205,90,2,2,0,33,37,36,37,28,34,1,1,0,0,0,0,1,1,4
3508,87,27,72,25,39,96,1,1,1,34,6,6,0,22,32,1,1,0,0,1,0,0,0,3
3509,5,3,13,10,7,3,1,1,1,41,9,15,18,14,59,1,0,0,0,0,1,0,1,2
3510,186,86,15,59,39,29,0,2,0,96,86,59,95,13,73,1,1,0,0,1,1,1,1,3
3511,112,92,20,55,45,22,2,0,0,0,15,4,18,13,13,1,0,1,0,0,1,0,1,3
3512,66,122,71,30,142,101,2,2,1,54,23,50,58,29,4,1,0,0,1,1,1,1,1,4
3513,62,53,96,28,69,16,2,0,2,19,47,43,6,40,34,1,0,0,1,0,1,1,0,3
3514,66,9,27,74,45,89,0,2,2,60,7,36,35,27,46,0,1,1,0,0,1,1,1,3
3515,42,41,41,21,2,3,2,2,0,30,17,40,67,68,62,0,0,0,1,1,1,0,0,3
3516,209,177,100,178,88,70,2,0,1,36,47,2,40,73,25,0,1,1,0,0,1,0,1,4
3517,21,15,6,8,3,0,0,0,1,15,15,9,28,27,15,1,1,0,1,1,1,1,0,3
3518,83,62,41,27,167,10,0,0,1,9,9,0,0,0,9,1,1,1,0,0,1,0,1,3
3519,0,92,28,0,3,39,2,1,2,19,19,38,19,0,0,1,0,0,1,0,0,0,0,3
3520,53,50,26,64,7,36,0,1,2,24,30,68,26,69,29,1,0,0,0,1,0,0,1,3
3521,171,49,44,206,28,4,1,2,0,47,10,50,49,0,11,0,1,0,0,1,1,0,1,4
3522,54,198,99,198,197,71,2,0,0,71,90,81,11,68,38,1,1,1,0,1,0,1,1,4
3523,25,62,29,76,22,7,0,0,0,6,84,55,67,29,31,0,1,1,1,1,1,1,0,3
3524,18,104,69,106,27,52,2,2,0,53,1,25,62,9,83,0,0,1,1,0,1,0,1,3
3525,18,20,8,10,20,12,1,0,2,13,88,48,79,88,68,1,1,0,1,0,0,1,1,3
3526,88,185,169,14,175,178,0,2,2,14,42,18,53,57,55,1,1,0,1,1,0,1,1,4
3527,77,18,66,22,16,38,1,1,2,14,4,22,12,14,19,0,1,0,0,1,0,0,1,3
3528,76,88,3,111,58,27,0,2,0,6,6,30,24,6,24,0,1,1,0,1,0,0,0,3
3529,74,137,92,130,206,183,2,2,1,32,77,45,17,38,6,1,1,1,0,1,0,1,1,4
3530,29,38,58,132,36,141,2,1,1,16,56,49,61,26,15,0,1,1,0,1,0,0,1,3
3531,71,62,42,40,57,51,1,2,1,44,46,42,36,30,7,0,0,1,1,1,1,1,1,3
3532,87,89,68,74,1,51,0,2,1,38,39,34,61,22,18,1,1,1,1,0,1,0,0,3
3533,14,34,34,33,38,31,1,0,2,35,28,41,53,13,66,1,0,1,1,1,0,1,0,3
3534,9,69,54,35,28,6,0,0,2,24,8,11,8,4,11,0,0,0,0,1,1,0,1,3
3535,148,132,66,147,62,191,2,2,0,35,0,20,63,58,9,1,0,1,1,1,1,1,0,4
3536,78,71,37,19,2,87,2,1,1,33,9,11,2,15,1,0,0,0,1,1,0,1,1,3
3537,38,39,54,56,52,79,0,0,1,4,6,9,6,5,7,0,1,0,1,0,0,1,1,3
3538,3,3,6,6,3,5,2,1,2,17,16,4,21,13,17,0,1,1,1,0,0,0,1,2
3539,50,24,36,69,22,15,1,1,0,6,4,24,27,10,12,1,1,1,0,0,0,0,0,3
3540,111,104,47,151,44,138,2,1,1,12,16,12,0,4,8,0,1,1,0,1,0,0,0,4
3541,27,16,45,3,46,9,0,0,0,26,40,6,42,9,1,0,1,1,0,1,0,1,0,3
3542,50,27,58,135,112,81,1,1,0,28,13,32,25,19,2,1,1,0,0,0,1,0,0,3
3543,44,13,12,46,42,14,2,1,0,21,33,22,45,39,32,0,0,0,1,0,0,1,1,3
3544,18,18,13,12,28,4,0,1,2,3,1,0,1,7,1,0,0,0,1,0,1,0,1,3
3545,26,5,28,80,41,50,1,0,0,32,3,37,17,23,4,0,0,0,0,0,0,0,0,3
3546,136,118,83,39,112,129,0,1,0,0,0,14,1,6,5,1,0,1,0,1,0,1,1,4
3547,93,95,42,91,129,74,2,2,1,37,45,62,2,60,16,1,0,0,1,1,0,1,1,4
3548,77,18,79,73,76,88,1,2,1,27,5,20,32,4,19,0,1,0,0,1,0,0,0,3
3549,45,34,14,48,10,35,1,2,2,25,50,27,66,65,78,0,0,0,0,0,0,1,0,3
3550,52,176,137,7,14,69,2,1,2,52,66,61,74,39,35,0,0,1,1,0,1,0,0,3
3551,35,141,18,116,45,44,2,0,0,64,27,4,21,38,26,1,0,1,0,0,0,1,1,3
3552,66,46,76,60,64,64,1,2,2,0,7,0,0,11,14,0,1,0,1,0,0,0,1,3
3553,99,108,103,78,91,134,2,2,0,34,34,37,34,51,23,1,1,1,0,1,0,1,1,4
3554,107,35,5,15,111,3,2,2,1,41,4,4,53,62,39,0,1,1,0,1,1,0,0,3
3555,61,34,68,33,19,14,1,0,0,36,45,51,40,69,68,1,0,1,0,0,0,1,0,3
3556,169,74,59,89,112,78,1,0,2,35,66,29,55,43,76,1,0,0,1,1,0,0,0,4
3557,58,61,74,148,123,158,0,2,2,3,3,2,3,5,4,1,0,1,0,0,1,0,0,4
3558,8,40,46,10,52,8,0,0,1,32,55,31,39,9,18,1,1,0,1,0,0,0,1,3
3559,18,12,5,6,26,5,1,2,1,4,34,30,8,27,2,1,1,1,1,1,1,0,0,3
3560,2,3,4,5,6,7,1,2,1,56,21,63,21,14,49,1,1,1,0,0,0,0,1,1
3561,12,14,11,11,4,11,0,0,1,0,3,35,29,5,22,1,1,0,1,0,1,0,1,3
3562,55,26,87,19,34,29,2,0,2,11,37,19,1,32,14,1,0,1,1,1,1,0,1,3
3563,91,93,50,20,55,36,2,0,0,66,11,68,43,32,15,1,1,0,0,1,0,1,1,3
3564,45,11,34,34,0,36,0,1,2,82,23,65,58,27,17,0,1,0,0,1,1,0,1,3
3565,80,40,88,50,13,67,1,0,2,17,18,5,9,0,20,0,1,1,1,1,1,0,1,3
3566,3,2,3,1,0,2,2,2,0,71,87,68,26,6,71,1,0,0,0,0,0,1,0,2
3567,57,26,66,76,38,56,2,1,2,5,1,4,3,5,1,0,0,0,1,1,1,0,1,3
3568,141,104,48,40,103,131,0,0,1,24,26,33,8,11,12,1,1,0,1,1,1,1,0,4
3569,4,20,15,2,0,18,1,2,1,61,29,2,57,36,32,0,0,0,0,0,1,1,0,3
3570,143,211,36,204,218,131,0,0,0,21,27,35,60,34,13,1,0,1,1,1,0,1,0,4
3571,9,10,10,7,23,10,2,2,0,23,40,31,42,27,16,0,0,0,0,0,0,1,1,3
3572,38,46,45,12,41,40,1,0,0,19,0,0,0,19,19,0,1,1,0,1,0,0,1,3
3573,54,86,28,84,16,65,1,1,0,4,0,8,6,6,3,0,0,0,1,0,1,0,0,3
3574,9,32,7,126,108,68,1,2,0,7,27,1,16,5,17,0,1,1,0,0,1,0,1,3
3575,5,20,8,8,28,13,2,0,0,33,31,14,11,12,32,1,0,1,0,1,1,0,0,3
3576,121,213,51,183,212,36,0,1,1,1,2,4,0,1,2,0,1,1,1,0,0,0,0,4
3577,20,54,46,39,35,37,1,1,2,35,74,16,91,2,79,0,0,1,1,0,0,1,0,3
3578,134,135,28,23,139,40,2,2,0,1,2,1,3,3,1,0,0,1,0,0,1,1,1,3
3579,5,55,121,9,112,46,0,2,0,9,11,5,1,18,12,0,1,1,0,0,0,1,0,3
3580,3,4,15,21,21,17,2,1,1,13,49,22,19,47,4,0,0,0,1,0,0,0,1,3
3581,83,179,111,110,108,73,2,1,2,50,59,13,50,22,17,0,1,1,1,0,1,0,1,4
3582,6,40,100,79,32,54,0,2,1,32,10,29,32,11,20,0,1,0,0,0,0,0,0,3
3583,63,62,26,19,80,39,1,0,2,11,64,9,5,57,6,0,0,1,1,0,1,1,0,3
3584,0,1,2,1,3,3,1,2,1,0,4,0,3,1,1,0,1,0,0,0,1,0,0,2
3585,77,124,46,126,107,141,0,1,2,7,29,19,48,13,26,1,0,1,1,0,0,1,0,4
3586,40,82,134,202,168,187,2,1,1,6,5,2,1,4,4,0,0,0,0,1,1,1,0,4
3587,12,48,38,18,43,47,1,0,2,43,17,31,30,37,4,1,0,1,1,0,1,1,1,3
3588,169,166,136,185,41,127,1,2,2,53,18,24,53,29,40,0,0,0,1,0,1,0,0,4
3589,139,59,150,127,118,36,1,2,2,34,20,25,16,22,26,1,0,0,0,1,1,1,0,4
3590,107,11,54,41,32,61,0,1,0,32,4,5,21,21,14,1,0,0,0,1,1,0,0,3
3591,213,161,152,21,169,229,2,1,0,59,11,5,7,15,2,0,1,0,1,1,1,0,0,4
3592,29,4,7,31,24,17,0,0,1,23,78,77,73,10,24,0,0,1,1,1,0,0,0,3
3593,167,82,21,160,88,105,0,2,1,38,18,18,83,14,65,1,1,0,0,0,1,0,0,4
3594,21,23,58,58,25,9,1,2,0,9,0,29,22,4,15,0,0,0,1,0,1,0,1,3
3595,7,15,19,14,6,12,1,2,2,2,0,14,2,12,21,1,1,1,1,0,0,0,1,3
3596,30,20,41,13,22,15,1,1,2,12,13,13,3,3,11,1,0,0,0,0,0,1,1,3
3597,28,15,17,19,15,11,1,2,2,46,17,16,20,57,5,1,0,1,1,0,0,0,0,3
3598,66,127,167,2,97,79,1,0,1,71,78,71,69,74,61,1,0,0,0,0,0,1,1,4
3599,63,80,200,181,158,199,1,1,1,19,66,48,20,18,24,1,1,0,0,0,0,1,0,4
3600,153,26,15,88,106,88,2,2,1,2,29,22,31,19,10,1,0,0,0,0,1,1,0,3
3601,66,46,31,52,54,65,2,0,1,0,0,3,0,0,0,1,1,1,0,1,1,0,0,3
3602,91,22,12,40,38,72,2,0,1,9,41,22,28,47,22,0,0,1,1,0,0,0,0,3
3603,17,44,51,0,54,29,0,1,2,39,24,42,56,24,17,0,1,1,0,0,0,0,1,3
3604,21,20,7,2,4,57,2,2,1,2,9,16,27,26,15,1,1,0,0,0,0,0,0,3
3605,83,115,65,85,21,88,1,0,2,19,33,1,45,38,56,0,1,0,0,0,1,1,0,3
3606,6,18,31,22,29,8,1,0,0,8,5,23,22,8,8,0,1,1,0,1,0,1,0,3
3607,101,20,101,140,3,14,1,1,1,8,2,16,17,24,15,1,1,0,1,0,1,0,0,3
3608,7,162,10,72,44,111,1,1,1,30,450,345,510,435,75,0,1,0,1,0,1,1,0,3
3609,27,75,8,21,0,69,0,1,0,0,6,6,4,3,3,1,1,1,0,1,0,0,0,3
3610,35,4,26,8,6,18,1,2,2,39,38,23,71,12,9,0,1,0,0,0,1,0,0,3
3611,227,98,37,214,60,222,0,1,2,27,47,12,48,18,55,0,0,0,1,1,1,0,0,4
3612,17,21,73,93,83,53,0,1,2,10,21,32,0,1,29,1,1,0,1,0,0,1,1,3
3613,223,5,136,97,51,104,0,2,2,34,13,1,41,42,16,1,0,0,0,1,1,0,1,4
3614,63,193,204,4,95,61,0,1,2,12,14,36,59,5,78,0,1,0,0,0,0,0,1,4
3615,101,38,157,130,74,143,0,2,2,40,47,42,26,41,16,0,0,1,0,1,0,0,1,4
3616,21,18,39,24,8,28,0,0,0,47,67,17,1,42,5,0,0,0,0,1,1,0,1,3
3617,2,7,13,6,13,5,0,1,1,40,50,0,40,53,29,1,1,0,0,1,1,1,1,2
3618,45,119,179,53,223,202,1,0,0,6,7,1,7,0,2,0,1,1,0,0,1,1,1,4
3619,34,17,29,19,18,29,0,0,0,10,22,13,7,26,14,0,1,1,0,1,1,1,1,3
3620,17,0,7,15,14,7,1,1,2,1,0,2,2,2,2,0,1,1,0,1,1,0,1,3
3621,166,198,0,166,166,167,0,1,1,54,39,21,41,40,34,0,1,1,1,1,0,0,0,4
3622,47,20,18,92,18,10,1,1,2,21,43,53,49,33,34,1,0,0,1,0,1,0,1,3
3623,65,144,131,99,9,180,0,2,2,2,4,1,3,1,3,0,0,0,0,0,0,1,0,4
3624,10,3,2,9,6,3,2,2,0,21,8,44,42,66,2,0,1,0,0,0,1,1,1,2
3625,205,156,140,187,135,16,0,1,2,4,7,26,0,12,27,1,1,0,1,0,1,0,0,4
3626,5,1,3,3,2,3,1,1,1,9,9,36,3,9,21,1,0,0,1,0,1,0,0,2
3627,21,40,29,27,2,15,1,2,0,32,8,33,22,23,7,0,0,0,1,1,0,1,0,3
3628,128,36,12,117,127,39,2,0,2,30,18,36,54,69,29,0,1,0,1,0,0,0,0,3
3629,0,33,2,44,2,14,0,0,2,10,28,25,25,17,29,0,0,0,0,0,1,1,0,3
3630,33,61,52,51,27,37,2,1,0,17,17,20,17,2,25,0,0,0,0,0,1,0,0,3
3631,72,174,133,112,34,62,2,0,2,6,37,42,9,22,26,1,0,0,1,1,1,0,1,4
3632,24,35,50,48,37,48,2,1,1,2,1,4,11,13,13,1,1,0,0,0,1,1,1,3
3633,20,105,40,19,56,117,2,2,2,0,1,1,1,1,0,1,0,0,1,1,0,1,1,3
3634,12,7,6,4,14,6,0,0,2,29,3,11,22,14,18,1,1,1,1,0,0,1,0,2
3635,3,6,3,2,0,3,2,1,1,7,7,6,7,3,2,1,0,0,1,0,0,0,1,2
3636,12,16,4,1,14,14,0,1,0,9,15,12,12,15,7,1,0,0,1,1,0,1,0,3
3637,233,111,146,64,68,92,1,1,0,1,16,58,63,7,47,0,1,1,1,0,1,0,1,4
3638,38,43,6,59,56,64,0,2,1,9,6,19,16,18,11,1,1,0,1,1,1,0,0,3
3639,52,58,155,41,14,13,1,2,0,1,6,4,1,1,4,0,1,0,1,0,1,1,1,3
3640,39,59,83,7,96,88,1,0,1,39,67,39,37,67,38,0,1,0,0,0,0,1,1,3
3641,32,96,125,101,31,12,1,0,0,4,11,17,1,15,3,0,1,0,1,0,1,1,1,3
3642,24,4,54,40,2,37,2,2,0,17,13,73,39,8,49,1,1,0,0,1,1,0,0,3
3643,125,80,1,106,71,54,1,2,2,9,16,13,17,3,14,1,1,0,1,0,1,1,0,3
3644,3,46,37,56,48,3,2,2,1,26,12,9,27,33,10,0,1,1,0,0,0,0,0,3
3645,73,11,63,3,41,60,2,2,2,27,8,17,11,3,11,1,0,0,1,0,0,0,1,3
3646,57,68,18,14,30,37,1,1,0,36,60,34,4,66,75,0,0,0,1,1,1,0,1,3
3647,39,135,40,183,204,56,1,0,0,9,8,16,25,23,2,1,1,1,1,1,1,1,1,4
3648,34,8,24,4,0,0,2,2,1,29,53,3,21,41,30,1,0,0,1,1,0,0,1,3
3649,7,55,19,30,0,66,0,2,1,6,4,14,3,4,15,0,0,1,0,1,1,1,1,3
3650,33,8,73,174,118,146,0,0,0,26,68,21,23,54,58,0,0,1,0,1,0,0,0,4
3651,156,136,190,189,141,15,2,1,0,63,59,31,22,49,49,1,1,0,1,0,0,1,0,4
3652,39,72,21,18,76,66,1,2,0,32,23,20,38,66,1,0,1,0,0,0,0,1,0,3
3653,235,129,176,207,152,174,2,2,1,4,60,59,15,82,63,1,0,0,1,1,1,1,1,5
3654,16,13,53,0,28,70,2,0,2,0,44,0,43,23,36,0,1,0,0,1,1,0,0,3
3655,11,150,134,145,15,121,1,2,1,4,25,0,12,31,6,0,1,0,1,0,1,0,1,4
3656,15,19,0,15,4,0,1,0,2,58,65,65,43,24,42,0,1,0,0,1,1,1,1,3
3657,88,53,11,70,50,47,1,0,2,0,8,6,63,64,11,0,1,1,1,1,1,0,0,3
3658,95,139,0,111,34,173,2,2,2,6,0,2,0,6,6,0,0,0,1,0,0,0,0,4
3659,5,37,10,32,38,83,1,0,1,48,32,26,3,17,47,1,1,0,1,0,1,0,1,3
3660,192,40,133,81,34,208,2,0,2,57,55,31,13,29,61,0,1,1,0,0,1,0,1,4
3661,47,4,32,79,4,12,2,1,2,33,31,83,70,20,79,1,1,0,1,1,0,0,1,3
3662,33,20,149,24,67,189,1,1,2,4,2,3,2,2,2,1,1,1,1,1,1,0,1,3
